Content of this URL:  ftp://ftp.tceq.state.tx.us/pub/WaterResourceManagement/WaterQuality/DataCollection/CleanRivers/public/stations.txt
find record with SiteCode 16051 in database, skip it...
find record with SiteCode 15631 in database, skip it...
find record with SiteCode 14376 in database, skip it...
find record with SiteCode 17133 in database, skip it...
find record with SiteCode 15627 in database, skip it...
find record with SiteCode 10814 in database, skip it...
find record with SiteCode 16662 in database, skip it...
find record with SiteCode 11403 in database, skip it...
find record with SiteCode 17486 in database, skip it...
find record with SiteCode 11402 in database, skip it...
find record with SiteCode 17320 in database, skip it...
find record with SiteCode 18665 in database, skip it...
find record with SiteCode 17405 in database, skip it...
find record with SiteCode 15055 in database, skip it...
find record with SiteCode 17502 in database, skip it...
find record with SiteCode 15320 in database, skip it...
find record with SiteCode 17505 in database, skip it...
find record with SiteCode 18563 in database, skip it...
find record with SiteCode 14903 in database, skip it...
find record with SiteCode 18513 in database, skip it...
find record with SiteCode 16031 in database, skip it...
find record with SiteCode 16011 in database, skip it...
find record with SiteCode 10205 in database, skip it...
find record with SiteCode 15354 in database, skip it...
find record with SiteCode 16867 in database, skip it...
find record with SiteCode 10468 in database, skip it...
find record with SiteCode 16904 in database, skip it...
find record with SiteCode 15353 in database, skip it...
find record with SiteCode 17473 in database, skip it...
find record with SiteCode 15688 in database, skip it...
find record with SiteCode 10467 in database, skip it...
find record with SiteCode 18347 in database, skip it...
find record with SiteCode 12243 in database, skip it...
find record with SiteCode 13640 in database, skip it...
find record with SiteCode 16012 in database, skip it...
find record with SiteCode 18305 in database, skip it...
find record with SiteCode 14804 in database, skip it...
find record with SiteCode 15007 in database, skip it...
find record with SiteCode 14802 in database, skip it...
find record with SiteCode 15760 in database, skip it...
find record with SiteCode 14894 in database, skip it...
find record with SiteCode 10499 in database, skip it...
find record with SiteCode 16097 in database, skip it...
find record with SiteCode 18690 in database, skip it...
find record with SiteCode 14274 in database, skip it...
find record with SiteCode 13629 in database, skip it...
find record with SiteCode 20680 in database, skip it...
find record with SiteCode 11766 in database, skip it...
find record with SiteCode 11767 in database, skip it...
find record with SiteCode 11770 in database, skip it...
find record with SiteCode 11769 in database, skip it...
find record with SiteCode 11777 in database, skip it...
find record with SiteCode 10314 in database, skip it...
find record with SiteCode 10315 in database, skip it...
find record with SiteCode 10316 in database, skip it...
find record with SiteCode 16157 in database, skip it...
find record with SiteCode 10317 in database, skip it...
find record with SiteCode 10318 in database, skip it...
find record with SiteCode 15654 in database, skip it...
inert new Site record with SiteCode ==> 20805
find record with SiteCode 10244 in database, skip it...
find record with SiteCode 10248 in database, skip it...
find record with SiteCode 10247 in database, skip it...
find record with SiteCode 10246 in database, skip it...
find record with SiteCode 16705 in database, skip it...
find record with SiteCode 10243 in database, skip it...
find record with SiteCode 10245 in database, skip it...
find record with SiteCode 13340 in database, skip it...
find record with SiteCode 13341 in database, skip it...
find record with SiteCode 10521 in database, skip it...
find record with SiteCode 10522 in database, skip it...
find record with SiteCode 10523 in database, skip it...
find record with SiteCode 10525 in database, skip it...
find record with SiteCode 10524 in database, skip it...
find record with SiteCode 18303 in database, skip it...
find record with SiteCode 16067 in database, skip it...
find record with SiteCode 11542 in database, skip it...
find record with SiteCode 17952 in database, skip it...
find record with SiteCode 20061 in database, skip it...
find record with SiteCode 13508 in database, skip it...
find record with SiteCode 12669 in database, skip it...
find record with SiteCode 12665 in database, skip it...
find record with SiteCode 12630 in database, skip it...
find record with SiteCode 13514 in database, skip it...
find record with SiteCode 12667 in database, skip it...
find record with SiteCode 17522 in database, skip it...
find record with SiteCode 17525 in database, skip it...
find record with SiteCode 12631 in database, skip it...
find record with SiteCode 12663 in database, skip it...
find record with SiteCode 12660 in database, skip it...
find record with SiteCode 16018 in database, skip it...
find record with SiteCode 12668 in database, skip it...
find record with SiteCode 12633 in database, skip it...
find record with SiteCode 12635 in database, skip it...
find record with SiteCode 12661 in database, skip it...
find record with SiteCode 12632 in database, skip it...
find record with SiteCode 12666 in database, skip it...
find record with SiteCode 15296 in database, skip it...
find record with SiteCode 12634 in database, skip it...
find record with SiteCode 15019 in database, skip it...
